,vrms,irms,daya,label
0,217.65203150264935,1.698761070089377,332.6033453893027,strika
1,200.5116089704364,1.1443720299854618,199.88867767485894,kipas_angin
2,200.00058536353154,1.5779000772479415,199.7423666070644,kipas_angin
3,215.47839356793426,1.6767177042270252,332.90102796400674,rice_cooker
4,199.67476640948678,0.029209999809105547,201.8044118579111,kipas_angin
5,205.49811383502526,0.18160323325325944,39.348836157458976,dispenser
6,218.85814073376054,2.7290065225506255,333.0653821996954,strika
7,200.96172274093314,0.38188596127340046,201.00964388355732,kipas_angin
8,213.73715472010377,1.125098319386594,333.57377521138324,heater
9,200.89179709947797,1.256150524209502,199.99417427318286,kipas_angin
10,206.83484497595393,1.2090082385211354,40.5607060519198,dispenser
11,216.56600977811794,1.4621622749547831,331.11883911674477,rice_cooker
12,214.5327505095108,2.1742055363098007,333.6023597131596,heater
13,218.44605388360688,2.322587834339069,335.90162641566934,strika
14,216.6642304504813,0.6862830651678683,335.36225017873574,strika
15,206.81120920697398,0.6037479433429674,40.67462525651847,dispenser
16,204.624387485651,1.013874529710102,42.115411745498605,dispenser
17,214.4644532617283,1.5551380674625266,334.0181819133558,heater
18,217.65410042053463,1.7466504576965083,333.91387376879635,strika
19,206.22532514279348,0.9991878923818682,40.765731610398696,dispenser
20,216.72139655028258,1.4407154139599612,332.73142379318784,rice_cooker
21,206.15939490844397,0.9876580722258861,40.6616609546927,dispenser
22,218.2338287503251,1.0057358722561922,331.69420196440655,rice_cooker
23,200.54117824117682,1.6103637498082328,200.63718963256,kipas_angin
24,216.78710888948297,3.7549242357544497,332.34184725215624,rice_cooker
25,201.1437173415448,1.096820830594005,200.92398506530824,kipas_angin
26,200.80652018483758,0.3978977422027743,201.73613784681146,kipas_angin
27,205.70224986818917,0.23769240013205165,39.55260702635707,dispenser
28,215.8474366818945,1.9562187720558548,333.09871494974095,rice_cooker
29,217.79024129677555,1.1177704158470774,333.4831002658536,strika
30,216.3787589109039,1.1421773668158606,333.30596614204484,rice_cooker
31,217.72458846147958,2.6481164431242834,333.4851680108147,rice_cooker
32,215.63884528822226,1.8749985260554491,333.2078544042312,rice_cooker
33,218.24268613003122,0.7435580779827899,332.5374456369285,rice_cooker
34,205.67946566865743,0.08593279502869035,42.204919092514565,dispenser
35,205.8849927347991,1.9053081814027863,40.95344380149191,dispenser
36,218.10429416534873,1.6656557391080034,332.63182927801364,rice_cooker
37,214.04168527786504,0.7942332822501228,334.14400107142274,heater
38,217.21869271344377,0.04857244616522882,332.9946009332134,rice_cooker
39,201.07049778444,1.2925186784884377,201.36470790243484,kipas_angin
40,200.90769816342208,1.328279555970938,200.08621281799623,kipas_angin
41,216.17847974149058,2.4595627074250914,333.180021544569,rice_cooker
42,201.24318937551033,1.5418559691358522,200.46000627508883,kipas_angin
43,213.93607588826114,1.6113829833892273,334.6316106061284,heater
44,215.91708800876856,2.1733798909322584,333.53955680246685,strika
45,201.2267870345305,1.2636888786374785,200.87217505572903,kipas_angin
46,201.05254229210684,1.033860201730933,200.00600352314348,kipas_angin
47,205.0127018518098,1.0614994817588255,39.70095121871212,dispenser
48,214.05622546034874,2.1910647417068123,332.9818123507145,heater
49,200.62263317354814,1.0006419980285706,200.97908799760486,kipas_angin
50,202.6637808596384,0.318316944781954,199.79780227424723,kipas_angin
51,213.997306205056,0.9854555220794123,334.848654162355,heater
52,217.52254426566267,0.9616108575061175,334.41675476307336,rice_cooker
53,200.63882881373019,0.6696762437627569,201.0460115113885,kipas_angin
54,207.52860013419283,0.450378937646879,41.83516275771485,dispenser
55,206.74367948439934,0.539525890209816,38.078582908086474,dispenser
56,215.08683733227514,4.123058373221644,334.3868952211873,heater
57,204.29276020825748,1.2646231475030993,41.21677111843134,dispenser
58,216.12278871746432,0.8458493265883869,333.7831614041033,rice_cooker
59,217.01972864646092,0.10027809254918996,331.3231055810876,rice_cooker
60,205.4441405210757,0.5480240470600356,42.406849084431556,dispenser
61,215.3570179137753,2.9873470956814216,332.9326699867586,rice_cooker
62,202.4711039390012,1.390658672774062,203.07236588612577,kipas_angin
63,201.30621992109977,0.06006439186072732,201.57615208393426,kipas_angin
64,206.05970337280277,0.4164868467454482,39.92983252802516,dispenser
65,213.76061742756733,1.5877911234595963,335.5389550735967,heater
66,215.92150018602553,2.1080886201211677,332.1124414176015,rice_cooker
67,201.13141129557096,1.8617472237997237,201.51686114954367,kipas_angin
68,216.68911826154593,1.6733062809487056,335.2402516541269,rice_cooker
69,214.68040007295244,0.8487660150491119,334.77529447420784,heater
70,215.00449453166726,0.0134889906071618,333.7171015526355,rice_cooker
71,214.4965424077869,1.8076259462782818,333.22616983653177,heater
72,211.65310295197227,1.9916834669827392,334.12573292329347,heater
73,213.23278084558098,0.6063491983314782,333.17854079386217,heater
74,221.08818652533603,1.0834754723173483,334.15013123218193,strika
75,217.2316288343973,0.11969833080797021,332.4666386305179,rice_cooker
76,200.78120712621532,2.2588228497630336,198.89281328280995,kipas_angin
77,217.3433703822327,1.133302453268635,334.1277973240892,strika
78,199.43867976267322,1.5938384251414957,200.31423029338924,kipas_angin
79,206.56935030710306,0.4507429417101194,40.89459903489823,dispenser
80,200.91113024292537,0.5239359110741952,201.1613369960207,kipas_angin
81,216.56950470739363,1.85077591331189,332.5693781598695,rice_cooker
82,217.1002787944741,0.8665838694711003,334.56400913875086,strika
83,214.90474150593937,1.8781459519275159,333.7378881627905,heater
84,201.12503913811088,1.5921275146332254,201.76338942083973,kipas_angin
85,218.64713190106224,2.5613176288489408,332.94302900122256,rice_cooker
86,200.15222258225677,0.1766633445066378,201.88031483892405,kipas_angin
87,218.6146233050187,1.955192828007486,332.939298384966,strika
